"OFFENSE_TYPE_ID","OFFENSE_CATEGORY_ID","REPORTED_DATE","INCIDENT_ADDRESS","NEIGHBORHOOD_ID","IS_CRIME","IS_TRAFFIC"
"criminal-mischief-other","public-disorder","6/19/2017 4:22:00 ","200 BLK N ST PAUL ST","cherry-creek","true","false"
"theft-of-motor-vehicle","auto-theft","4/22/2017 9:03:00 ","845 N DECATUR ST","sun-valley","true","false"
"theft-bicycle","larceny","1/29/2018 6:37:00 ","1500 BLK N DETROIT ST","city-park","true","false"
"drug-cocaine-sell","drug-alcohol","1/30/2018 12:20:00 ","500 BLK E COLFAX AVE","north-capitol-hill","true","false"
"traffic-accident","traffic-accident","1/30/2018 11:57:00 ","S COLORADO BLVD / E YALE AVE","university-park","false","true"
"traffic-accident-hit-and-run","traffic-accident","1/29/2018 6:43:00 ","14TH ST / ARAPAHOE ST","cbd","false","true"
"traffic-accident-hit-and-run","traffic-accident","1/30/2018 4:00:00 ","E 9TH AVE / N COLORADO BLVD","hale","false","true"
"public-order-crimes-other","all-other-crimes","1/30/2018 1:28:00 ",,"west-colfax","true","false"
"traffic-accident","traffic-accident","1/30/2018 4:05:00 ","6500 BLOCK E EVANS AVE","goldsmith","false","true"
"assault-simple","other-crimes-against-persons","1/31/2018 3:25:00 ","1201 E COLFAX AVE","city-park-west","true","false"
"drug-heroin-possess","drug-alcohol","1/31/2018 3:34:00 ",,"sunnyside","true","false"
"theft-of-motor-vehicle","auto-theft","1/30/2018 11:21:00 ","5300 BLK N SCRANTON CT","montbello","true","false"
"criminal-mischief-mtr-veh","public-disorder","4/7/2016 1:59:00 ","I25 HWYNB / S UNIVERSITY BLVD","washington-park","true","false"
"burglary-residence-no-force","burglary","1/30/2018 12:50:00 ","5439 N DANUBE ST","gateway-green-valley-ranch","true","false"
"theft-of-motor-vehicle","auto-theft","7/4/2017 8:42:00 ","1000 BLK N FEDERAL BLVD","villa-park","true","false"
"theft-items-from-vehicle","theft-from-motor-vehicle","4/10/2017 11:03:00 ","3400 BLK W 36TH AVE","west-highland","true","false"
"theft-shoplift","larceny","1/30/2018 7:10:00 ","1975 E COLFAX AVE","city-park-west","true","false"
"assault-dv","other-crimes-against-persons","1/30/2018 10:11:00 ","3400 S LOWELL BLVD","harvey-park-south","true","false"
"theft-parts-from-vehicle","theft-from-motor-vehicle","1/29/2018 11:22:00 ","1600 BLK S JULIAN WAY","mar-lee","true","false"
"theft-other","larceny","1/30/2018 6:42:00 ","2201 LAWRENCE ST","five-points","true","false"
"theft-of-motor-vehicle","auto-theft","1/30/2018 7:49:00 ","1000 BLK S CORONA ST","washington-park-west","true","false"
"weapon-by-prev-offender-powpo","all-other-crimes","1/30/2018 11:03:00 ","2700 N MILWAUKEE ST","skyland","true","false"
"criminal-mischief-mtr-veh","public-disorder","1/30/2018 6:57:00 ",,"montbello","true","false"
"criminal-mischief-other","public-disorder","1/30/2018 9:50:00 ","2818 N JACKSON ST","skyland","true","false"
"aggravated-assault","aggravated-assault","10/7/2017 8:09:00 ","777 N BANNOCK ST","lincoln-park","true","false"
"aggravated-assault","aggravated-assault","4/10/2017 11:25:00 ",,"west-colfax","true","false"
"traffic-accident","traffic-accident","1/30/2018 5:51:00 ","E 16TH AVE / N COLORADO BLVD","city-park","false","true"
"traffic-accident","traffic-accident","1/30/2018 6:01:00 ","I25 HWYNB / 20TH ST","highland","false","true"
"theft-parts-from-vehicle","theft-from-motor-vehicle","1/30/2018 6:29:00 ","4949 S NIAGARA ST","southmoor-park","true","false"
"public-order-crimes-other","all-other-crimes","1/31/2018 4:09:00 ","800 BLOCK N DELAWARE ST","lincoln-park","true","false"
"animal-cruelty-to","all-other-crimes","4/10/2017 12:23:00 ","5075 S SYRACUSE ST","hampden-south","true","false"
"criminal-trespassing","all-other-crimes","1/30/2018 10:16:00 ","N SPEER BLVD / CHAMPA ST","auraria","true","false"
"bomb-threat","all-other-crimes","1/30/2018 5:25:00 ","11000 E 45TH AVE","montbello","true","false"
"traf-other","all-other-crimes","1/30/2018 1:17:00 ","26TH ST / CALIFORNIA ST","five-points","true","false"
"traffic-accident","traffic-accident","1/30/2018 4:23:00 ","I25 HWYSB / E LOUISIANA AVE","platt-park","false","true"
"theft-other","larceny","6/25/2017 1:20:00 ","1585 S BROADWAY ST","overland","true","false"
"drug-poss-paraphernalia","drug-alcohol","1/30/2018 10:50:00 ","200 BLOCK 15TH ST","cbd","true","false"
"police-false-information","all-other-crimes","1/31/2018 4:19:00 ","2400 BLK N SHERIDAN BLVD","sloan-lake","true","false"
"theft-items-from-vehicle","theft-from-motor-vehicle","1/30/2018 11:38:00 ","800 BLK N PENNSYLVANIA ST","capitol-hill","true","false"
"sex-off-fail-to-register","all-other-crimes","1/30/2018 1:47:00 ","1331 N CHEROKEE ST","civic-center","true","false"
"threats-to-injure","public-disorder","1/30/2018 9:30:00 ","1107 N SANTA FE DR","lincoln-park","true","false"
"theft-items-from-vehicle","theft-from-motor-vehicle","1/30/2018 6:52:00 ","500 S GAYLORD ST","washington-park","true","false"
"traffic-accident","traffic-accident","1/30/2018 3:46:00 ","I25 HWYNB / E BELLEVIEW AVE","hampden-south","false","true"
"traffic-accident-hit-and-run","traffic-accident","1/31/2018 12:31:00 ",,"montbello","false","true"
"assault-dv","other-crimes-against-persons","1/30/2018 12:28:00 ","7700 BLK E 23RD AVE","stapleton","true","false"
"traf-other","all-other-crimes","1/30/2018 1:35:00 ","W COLFAX AVE / I25 HWYNB","lincoln-park","true","false"
"burglary-residence-by-force","burglary","5/21/2016 7:25:00 ","235 N LEYDEN ST","hilltop","true","false"
"criminal-trespassing","all-other-crimes","4/20/2016 6:47:00 ","4400 S QUEBEC ST","hampden-south","true","false"
"theft-shoplift","larceny","4/30/2016 2:03:00 ","2810 E 1ST AVE","cherry-creek","true","false"
"traffic-accident","traffic-accident","1/30/2018 5:21:00 ","I25 HWYNB / W 8TH AVE","lincoln-park","false","true"
"theft-shoplift","larceny","1/30/2018 6:47:00 ","323 S BROADWAY ST","baker","true","false"
"traf-other","all-other-crimes","1/30/2018 9:54:00 ","3100 BLOCK N YORK ST","skyland","true","false"
"theft-items-from-vehicle","theft-from-motor-vehicle","7/3/2017 6:02:00 ","2900 BLK N QUITMAN ST","west-highland","true","false"
"theft-other","larceny","1/30/2018 3:35:00 ","8400 PENA BLVD","dia","true","false"
"robbery-street","robbery","1/30/2018 6:31:00 ",,"washington-virginia-vale","true","false"
"traffic-accident","traffic-accident","1/30/2018 1:34:00 ",,"hampden","false","true"
"theft-bicycle","larceny","1/29/2018 4:03:00 ","166 S LOGAN ST","speer","true","false"
"burglary-residence-by-force","burglary","6/19/2017 6:38:00 ","1090 S PARKER RD","windsor","true","false"
"traffic-accident-hit-and-run","traffic-accident","1/28/2018 3:55:00 ","N BROADWAY ST / CLEVELAND PL","cbd","false","true"
"criminal-mischief-other","public-disorder","4/28/2016 1:09:00 ","N FILLMORE ST / E 3RD AVE","cherry-creek","true","false"
"theft-parts-from-vehicle","theft-from-motor-vehicle","1/30/2018 9:41:00 ","5201 E CORNELL AVE","university-hills","true","false"
"theft-other","larceny","1/30/2018 11:42:00 ","7930 E NORTHFIELD BLVD","stapleton","true","false"
"traffic-accident-hit-and-run","traffic-accident","1/30/2018 9:16:00 ","E 14TH AVE / N YOSEMITE ST","east-colfax","false","true"
"public-order-crimes-other","all-other-crimes","1/30/2018 4:19:00 ","10890 E DARTMOUTH AVE","kennedy","true","false"
"theft-shoplift","larceny","1/30/2018 2:22:00 ","1755 BLAKE ST","union-station","true","false"
"traf-other","all-other-crimes","1/30/2018 10:01:00 ","N YORK ST / E 29TH AVE","whittier","true","false"
"littering","all-other-crimes","1/30/2018 10:05:00 ","N LIPAN ST / N KALAMATH ST","highland","true","false"
"theft-items-from-vehicle","theft-from-motor-vehicle","4/19/2016 2:05:00 ","3300 S TAMARAC DR","hampden","true","false"
"harassment","public-disorder","6/12/2017 4:04:00 ","438 S GRANT ST","washington-park-west","true","false"
"traffic-accident","traffic-accident","1/30/2018 2:10:00 ","S MONACO ST / S PEACH WAY","hampden-south","false","true"
"criminal-mischief-mtr-veh","public-disorder","1/29/2018 8:37:00 ","1050 17TH ST","cbd","true","false"
"traffic-accident-hit-and-run","traffic-accident","1/30/2018 12:22:00 ","20TH ST / N BROADWAY ST","cbd","false","true"
"liquor-possession","drug-alcohol","1/30/2018 10:46:00 ","N COLORADO BLVD / E COLFAX AVE","congress-park","true","false"
"burglary-business-by-force","burglary","1/31/2018 3:58:00 ","5995 E ILIFF AVE","goldsmith","true","false"
"drug-methampetamine-possess","drug-alcohol","1/30/2018 3:39:00 ","10 S HOOKER ST","barnum","true","false"
"traffic-accident-hit-and-run","traffic-accident","7/3/2017 9:02:00 ","2100 BLK BLAKE ST","five-points","false","true"
"theft-other","larceny","1/30/2018 11:44:00 ","4765 N FEDERAL BLVD","berkeley","true","false"
"traffic-accident","traffic-accident","1/30/2018 3:26:00 ",,"montbello","false","true"
"vehicular-eluding-no-chase","all-other-crimes","1/30/2018 6:19:00 ","W MISSISSIPPI AVE / S ELIOT ST","ruby-hill","true","false"
"theft-other","larceny","5/28/2016 7:19:00 ","1182 S LINCOLN ST","platt-park","true","false"
"theft-of-motor-vehicle","auto-theft","5/27/2017 12:56:00 ","815 N FEDERAL BLVD","villa-park","true","false"
"traffic-accident","traffic-accident","1/29/2018 9:34:00 ",,"jefferson-park","false","true"
"theft-of-motor-vehicle","auto-theft","4/4/2017 5:07:00 ","700 BLK N LIPAN ST","lincoln-park","true","false"
"theft-of-motor-vehicle","auto-theft","1/31/2018 7:32:00 ","1915 N WASHINGTON ST","north-capitol-hill","true","false"
"traffic-accident-dui-duid","traffic-accident","5/25/2017 9:34:00 ",,"dia","false","true"
"theft-of-motor-vehicle","auto-theft","1/30/2018 3:48:00 ","5200 BLK E 17TH AVE","south-park-hill","true","false"
"burglary-residence-no-force","burglary","1/30/2018 9:12:00 ","1079 S CORONA ST","washington-park-west","true","false"
"public-order-crimes-other","all-other-crimes","1/31/2018 7:37:00 ","E COLFAX AVE / N DOWNING ST","capitol-hill","true","false"
"traffic-accident-hit-and-run","traffic-accident","1/30/2018 9:30:00 ","W ALAMEDA AVE / S SANTA FE DR","baker","false","true"
"theft-items-from-vehicle","theft-from-motor-vehicle","9/2/2017 11:01:00 ","1050 N AMES ST","villa-park","true","false"
"traffic-accident","traffic-accident","1/30/2018 6:35:00 ","I225 HWYNB / I25 HWYSB","hampden-south","false","true"
"criminal-mischief-mtr-veh","public-disorder","6/15/2016 1:24:00 ","9161 E OXFORD DR","hampden-south","true","false"
"burglary-residence-no-force","burglary","1/30/2018 4:00:00 ","1001 S MONROE ST","belcaro","true","false"
"burglary-residence-by-force","burglary","1/30/2018 1:52:00 ","2349 CHAMPA ST","five-points","true","false"
"theft-items-from-vehicle","theft-from-motor-vehicle","1/30/2018 4:48:00 ","6301 W HAMPDEN AVE","bear-valley","true","false"
"criminal-mischief-graffiti","public-disorder","1/29/2018 2:37:00 ","2839 W 44TH AVE","sunnyside","true","false"
"theft-other","larceny","1/30/2018 2:06:00 ","6921 E 4TH AVE","hilltop","true","false"
"sex-aslt-rape-pot","sexual-assault","1/30/2018 10:52:00 ",,"montbello","true","false"
"theft-fail-return-rent-veh","white-collar-crime","1/30/2018 1:23:00 ","4800 N COLORADO BLVD","northeast-park-hill","true","false"
"sex-aslt-rape","sexual-assault","11/15/2017 8:09:00 ",,"congress-park","true","false"
"theft-shoplift","larceny","1/30/2018 8:19:00 ","323 S BROADWAY ST","baker","true","false"
"drug-methampetamine-sell","drug-alcohol","1/25/2018 6:07:00 ","E COLFAX AVE / N BROADWAY ST","civic-center","true","false"
"assault-simple","other-crimes-against-persons","7/9/2017 4:55:00 ","W HOWARD PL / N FEDERAL BLVD","sun-valley","true","false"
"theft-other","larceny","1/30/2018 3:00:00 ","1875 W MISSISSIPPI AVE","athmar-park","true","false"
"theft-from-bldg","larceny","4/30/2016 12:28:00 ","2360 E EVANS AVE","university-park","true","false"
"theft-from-bldg","larceny","1/30/2018 11:45:00 ","2201 LAWRENCE ST","five-points","true","false"
"theft-bicycle","larceny","1/30/2018 1:28:00 ","295 E SPEER BLVD","speer","true","false"
"public-order-crimes-other","all-other-crimes","1/31/2018 4:07:00 ","800 BLOCK N DELAWARE ST","lincoln-park","true","false"
"theft-of-motor-vehicle","auto-theft","2/27/2017 11:55:00 ","5100 BLK N ALCOTT ST","chaffee-park","true","false"
"theft-items-from-vehicle","theft-from-motor-vehicle","1/30/2018 6:50:00 ","3873 E MONTANA PL","cory-merrill","true","false"
"theft-of-motor-vehicle","auto-theft","1/30/2018 7:35:00 ","16100 BLK E RANDOLPH PL","gateway-green-valley-ranch","true","false"
"harassment","public-disorder","5/2/2016 9:43:00 ","1700 BLOCK N COLORADO BLVD","south-park-hill","true","false"
"burglary-residence-no-force","burglary","1/30/2018 5:38:00 ","275 S CHEROKEE ST","baker","true","false"
"criminal-mischief-mtr-veh","public-disorder","1/29/2018 8:56:00 ","4800 BLK S WADSWORTH BLVD","marston","true","false"
"drug-methampetamine-possess","drug-alcohol","1/31/2018 2:01:00 ","1700 BLK N BROADWAY ST","north-capitol-hill","true","false"
"criminal-trespassing","all-other-crimes","1/30/2018 8:02:00 ","1601 S FEDERAL BLVD","mar-lee","true","false"
"theft-items-from-vehicle","theft-from-motor-vehicle","8/26/2017 7:03:00 ","1490 N ZENOBIA ST","west-colfax","true","false"
"public-order-crimes-other","all-other-crimes","1/30/2018 10:05:00 ","N LIPAN ST / N KALAMATH ST","highland","true","false"
"traf-other","all-other-crimes","1/30/2018 8:58:00 ",,"northeast-park-hill","true","false"
"traf-other","all-other-crimes","1/31/2018 4:19:00 ","2400 BLK N SHERIDAN BLVD","sloan-lake","true","false"
"theft-of-motor-vehicle","auto-theft","2/16/2017 10:01:00 ","2800 BLK W 26TH AVE","jefferson-park","true","false"
"theft-of-motor-vehicle","auto-theft","1/30/2018 10:12:00 ","8400 BLK E 55TH AVE","stapleton","true","false"
"assault-simple","other-crimes-against-persons","1/30/2018 9:46:00 ","777 N BANNOCK ST","lincoln-park","true","false"
"traf-other","all-other-crimes","1/30/2018 1:53:00 ","3000 BLOCK W 16TH AVE","west-colfax","true","false"
"theft-of-services","larceny","4/2/2016 9:18:00 ","2022 S UNIVERSITY BLVD","university-park","true","false"
"theft-parts-from-vehicle","theft-from-motor-vehicle","1/30/2018 8:17:00 ","42 N PEARL ST","speer","true","false"
"theft-other","larceny","5/16/2016 2:30:00 ","59 S JACKSON ST","cherry-creek","true","false"
"burglary-residence-no-force","burglary","5/30/2016 3:13:00 ","490 S YORK ST","washington-park","true","false"
"traffic-accident-hit-and-run","traffic-accident","1/30/2018 11:46:00 ","777 N BANNOCK ST","lincoln-park","false","true"
"theft-parts-from-vehicle","theft-from-motor-vehicle","1/29/2018 4:13:00 ","1228 S RARITAN ST","ruby-hill","true","false"
"theft-of-motor-vehicle","auto-theft","1/31/2018 7:37:00 ","200 BLK S TEJON ST","valverde","true","false"
"traf-other","all-other-crimes","1/30/2018 9:23:00 ","10700 BLK E DARTMOUTH AVE","kennedy","true","false"
"traffic-accident","traffic-accident","1/30/2018 10:22:00 ","E LOWRY BLVD / N RAMPART WAY","lowry-field","false","true"
"theft-items-from-vehicle","theft-from-motor-vehicle","5/6/2017 3:50:00 ","695 N SPEER BLVD","lincoln-park","true","false"
"criminal-mischief-other","public-disorder","4/24/2016 8:59:00 ","7301 E 8TH AVE","lowry-field","true","false"
"theft-items-from-vehicle","theft-from-motor-vehicle","5/22/2016 7:50:00 ","1185 S HONEY WAY","virginia-village","true","false"
"public-order-crimes-other","all-other-crimes","1/30/2018 11:33:00 ","1501 N BROADWAY ST","cbd","true","false"
"theft-other","larceny","1/30/2018 4:40:00 ","1454 N MARION ST","cheesman-park","true","false"
"traffic-accident","traffic-accident","1/30/2018 2:30:00 ","S PARKER RD / S HAVANA ST","hampden","false","true"
"theft-other","larceny","1/30/2018 10:24:00 ","3200 E 45TH AVE","elyria-swansea","true","false"
"traffic-accident","traffic-accident","1/30/2018 7:17:00 ","5500 BLOCK LEETSDALE DR","washington-virginia-vale","false","true"
"theft-shoplift","larceny","1/30/2018 3:31:00 ","8270 E NORTHFIELD BLVD","stapleton","true","false"
"theft-parts-from-vehicle","theft-from-motor-vehicle","1/30/2018 6:04:00 ","1200 S ONEIDA ST","washington-virginia-vale","true","false"
"traffic-accident","traffic-accident","1/30/2018 7:36:00 ",,"virginia-village","false","true"
"aggravated-assault","aggravated-assault","6/25/2016 4:57:00 ","7999 E QUINCY AVE","hampden-south","true","false"
"theft-unauth-use-of-ftd","white-collar-crime","1/30/2018 9:25:00 ","6210 N TOWER RD","dia","true","false"
"theft-of-motor-vehicle","auto-theft","6/18/2017 5:51:00 ","1200 BLK S YORK ST","washington-park","true","false"
"criminal-mischief-other","public-disorder","1/30/2018 9:11:00 ","4697 E EVANS AVE","virginia-village","true","false"
"theft-bicycle","larceny","1/30/2018 11:47:00 ","4850 N FEDERAL BLVD","chaffee-park","true","false"
"theft-bicycle","larceny","1/30/2018 2:38:00 ","2920 LARIMER ST","five-points","true","false"
"traffic-accident","traffic-accident","3/8/2018 4:37:00 ","W 32ND AVE / N TEJON ST","highland","false","true"
"police-false-information","all-other-crimes","3/8/2018 3:53:00 ","E 14TH AVE / N IVANHOE ST","montclair","true","false"
"theft-of-motor-vehicle","auto-theft","3/7/2018 9:15:00 ","24890 E 78TH AVE","dia","true","false"
"traffic-accident-hit-and-run","traffic-accident","3/8/2018 9:42:00 ","4200 BLOCK N TOWER RD","gateway-green-valley-ranch","false","true"
"traf-other","all-other-crimes","3/8/2018 11:57:00 ","E 51ST AVE / N PEORIA ST","montbello","true","false"
"traffic-accident","traffic-accident","3/8/2018 6:52:00 ","2500 BLOCK S DAYTON WAY","hampden","false","true"
"drug-poss-paraphernalia","drug-alcohol","3/8/2018 9:00:00 ","1500 BLOCK N PEARL ST","north-capitol-hill","true","false"
"police-false-information","all-other-crimes","3/8/2018 12:34:00 ","3800 BLK N PEORIA ST","stapleton","true","false"
"assault-simple","other-crimes-against-persons","3/8/2018 3:10:00 ","5080 N RACE ST","elyria-swansea","true","false"
"traffic-accident-hit-and-run","traffic-accident","3/8/2018 3:34:00 ","E 16TH AVE / N GAYLORD ST","city-park-west","false","true"
"assault-police-simple","other-crimes-against-persons","3/8/2018 4:10:00 ","490 W COLFAX AVE","civic-center","true","false"
"theft-shoplift","larceny","3/8/2018 5:34:00 ","4611 N PEORIA ST","montbello","true","false"
"traffic-accident","traffic-accident","3/8/2018 7:49:00 ","LEETSDALE DR / S QUEBEC ST","washington-virginia-vale","false","true"
"traf-other","all-other-crimes","3/8/2018 3:43:00 ","W 1ST AVE / N NEWTON ST","barnum","true","false"
"theft-items-from-vehicle","theft-from-motor-vehicle","3/8/2018 5:34:00 ","4600 BLK W ALASKA PL","westwood","true","false"
"arson-other","arson","3/8/2018 8:03:00 ","1499 N BROADWAY ST","civic-center","true","false"
"liquor-possession","drug-alcohol","3/8/2018 10:18:00 ","24TH ST / TREMONT PL","five-points","true","false"
"theft-parts-from-vehicle","theft-from-motor-vehicle","3/6/2018 12:00:00 ","2552 S XAVIER ST","harvey-park","true","false"
"criminal-mischief-other","public-disorder","3/9/2018 4:36:00 ","410 N RARITAN WAY","baker","true","false"
"traf-other","all-other-crimes","3/8/2018 8:46:00 ","E RANDOLPH PL / N ANAHEIM WAY","montbello","true","false"
"traffic-accident","traffic-accident","3/8/2018 4:04:00 ","I70 HWYWB / N COLORADO BLVD","elyria-swansea","false","true"
"traffic-accident","traffic-accident","3/8/2018 8:57:00 ","PARK AVEW / N GLOBEVILLE RD","globeville","false","true"
"traf-other","all-other-crimes","3/8/2018 6:07:00 ","600 BLK N FEDERAL BLVD","sun-valley","true","false"
"traffic-accident","traffic-accident","3/8/2018 6:05:00 ","I25 HWYNB / S SANTA FE DR","baker","false","true"
"traffic-accident","traffic-accident","3/6/2018 1:21:00 ","I25 HWYSB / I225 HWYNB","hampden-south","false","true"
"traf-other","all-other-crimes","3/8/2018 10:30:00 ","3500 BLOCK N FEDERAL BLVD","highland","true","false"
"theft-other","larceny","3/8/2018 4:11:00 ","3100 S SHERIDAN BLVD","harvey-park-south","true","false"
"traffic-accident","traffic-accident","3/8/2018 7:26:00 ","I70 HWYEB / N NORTHFIELD QUEBEC ST","northeast-park-hill","false","true"
"traf-other","all-other-crimes","3/8/2018 5:40:00 ","I25 HWYSB / 20TH ST","highland","true","false"
"traf-other","all-other-crimes","3/8/2018 6:45:00 ","1000 BLOCK E COLFAX AVE","capitol-hill","true","false"
"theft-of-motor-vehicle","auto-theft","3/8/2018 7:40:00 ","3400 BLK N WILLOW ST","stapleton","true","false"
"criminal-mischief-other","public-disorder","3/8/2018 6:31:00 ","2336 E 46TH AVE","elyria-swansea","true","false"
"public-fighting","all-other-crimes","3/8/2018 7:44:00 ",,"gateway-green-valley-ranch","true","false"
"traffic-accident","traffic-accident","3/8/2018 10:18:00 ","1200 N FEDERAL BLVD","sun-valley","false","true"
"theft-of-motor-vehicle","auto-theft","3/8/2018 8:51:00 ","4080 N ROSEMARY ST","stapleton","true","false"
"traf-other","all-other-crimes","3/9/2018 5:21:00 ","E 51ST AVE / N PEORIA ST","montbello","true","false"
"traffic-accident","traffic-accident","3/7/2018 3:32:00 ","15TH ST / MARKET ST","union-station","false","true"
"traffic-accident","traffic-accident","3/8/2018 9:11:00 ","E 78TH AVE / N JACKSON GAP ST","dia","false","true"
"theft-items-from-vehicle","theft-from-motor-vehicle","3/8/2018 8:20:00 ","3663 S SHERIDAN BLVD","fort-logan","true","false"
"traffic-accident","traffic-accident","3/8/2018 12:39:00 ","E 13TH AVE / N JOSEPHINE ST","congress-park","false","true"
"criminal-trespassing","all-other-crimes","3/8/2018 1:21:00 ","3800 BLK S AMES ST","fort-logan","true","false"
"drug-pcs-other-drug","drug-alcohol","3/8/2018 9:36:00 ","8400 PENA BLVD","dia","true","false"
"police-false-information","all-other-crimes","3/8/2018 10:10:00 ","295 S BROADWAY ST","baker","true","false"
"theft-of-motor-vehicle","auto-theft","3/9/2018 12:46:00 ","2400 N CENTRAL PARK BLVD","stapleton","true","false"
"theft-of-motor-vehicle","auto-theft","3/9/2018 7:34:00 ","4200 N KEARNEY ST","northeast-park-hill","true","false"
"traffic-accident","traffic-accident","3/8/2018 10:26:00 ","I70 HWYEB / N COLORADO BLVD","elyria-swansea","false","true"
"theft-items-from-vehicle","theft-from-motor-vehicle","3/8/2018 11:37:00 ","9925 E HAMPDEN AVE","hampden","true","false"
"theft-other","larceny","3/8/2018 1:06:00 ","9201 E MISSISSIPPI AVE","windsor","true","false"
"criminal-trespassing","all-other-crimes","3/8/2018 7:03:00 ","855 S BROADWAY ST","baker","true","false"
"traffic-accident","traffic-accident","3/3/2018 9:15:00 ","I25 HWYNB / E EVANS AVE","goldsmith","false","true"
"aggravated-assault-dv","aggravated-assault","3/8/2018 10:49:00 ","800 BLK S COLORADO BLVD","belcaro","true","false"
"theft-of-motor-vehicle","auto-theft","3/8/2018 1:03:00 ","3000 BLK S GOLDEN WAY","bear-valley","true","false"
"traffic-accident-hit-and-run","traffic-accident","3/6/2018 12:47:00 ","2200 BLOCK N COLORADO BLVD","south-park-hill","false","true"
"traffic-accident","traffic-accident","3/8/2018 1:50:00 ","4000 BLOCK E 40TH AVE","northeast-park-hill","false","true"
"theft-of-motor-vehicle","auto-theft","3/8/2018 10:43:00 ","3100 BLK W FLOYD AVE","harvey-park-south","true","false"
"traffic-accident","traffic-accident","3/8/2018 5:22:00 ","I25 HWYNB / S DOWNING ST","washington-park-west","false","true"
"traffic-accident","traffic-accident","3/8/2018 6:29:00 ","I70 HWYEB / N DAHLIA ST","northeast-park-hill","false","true"
"traffic-accident","traffic-accident","3/8/2018 10:12:00 ","E STAPLETON S DR / N HOLLY ST","northeast-park-hill","false","true"
"traffic-accident-hit-and-run","traffic-accident","3/8/2018 3:28:00 ","E 26TH AVE / N YORK ST","whittier","false","true"
"traffic-accident","traffic-accident","3/8/2018 1:59:00 ",,"city-park","false","true"
"theft-of-motor-vehicle","auto-theft","3/8/2018 11:25:00 ","7020 N TOWER RD","dia","true","false"
"assault-simple","other-crimes-against-persons","3/4/2018 8:27:00 ","2147 N BROADWAY ST","five-points","true","false"
"traffic-accident","traffic-accident","3/8/2018 8:56:00 ","1300 BLOCK S COLORADO BLVD","virginia-village","false","true"
"drug-heroin-possess","drug-alcohol","3/8/2018 4:53:00 ","4400 BLOCK N PEORIA ST","montbello","true","false"
"traffic-accident","traffic-accident","3/8/2018 10:04:00 ","E ALAMEDA AVE / S UNIVERSITY BLVD","washington-park","false","true"
"criminal-mischief-other","public-disorder","3/9/2018 5:55:00 ","3483 W 13TH AVE","west-colfax","true","false"
"burglary-residence-no-force","burglary","4/16/2018 3:02:00 ","2897 N EMPORIA ST","stapleton","true","false"
"traffic-accident-hit-and-run","traffic-accident","3/9/2018 12:20:00 ","W 41ST AVE / N LOWELL BLVD","berkeley","false","true"
"theft-other","larceny","3/7/2018 3:33:00 ","2105 E BUCHTEL BLVD","university","true","false"
"burglary-residence-by-force","burglary","3/8/2018 8:19:00 ","201 N FAIRFAX ST","hilltop","true","false"
"traf-other","all-other-crimes","4/16/2018 11:36:00 ","22ND ST / LARIMER ST","five-points","true","false"
"traffic-accident","traffic-accident","4/12/2018 7:26:00 ","N BANNOCK ST / W COLFAX AVE","civic-center","false","true"
"theft-other","larceny","4/16/2018 2:59:00 ","300 S FEDERAL BLVD","athmar-park","true","false"
"theft-of-motor-vehicle","auto-theft","4/16/2018 8:02:00 ","1900 BLOCK N EMERSON ST","five-points","true","false"
"violation-of-court-order","all-other-crimes","4/17/2018 12:05:00 ","14855 E 46TH AVE","montbello","true","false"
"harassment-sexual-in-nature","public-disorder","4/16/2018 3:08:00 ",,"city-park-west","true","false"
"burg-auto-theft-resd-w-force","burglary","4/16/2018 1:22:00 ","155 N SOUTHMOOR DR","hilltop","true","false"
"criminal-trespassing","all-other-crimes","4/16/2018 2:11:00 ","11194 E 45TH AVE","montbello","true","false"
"forgery-counterfeit-of-obj","white-collar-crime","4/16/2018 1:20:00 ","429 E 14TH AVE","capitol-hill","true","false"
"sex-aslt-non-rape","sexual-assault","2/10/2018 2:50:00 ",,"university","true","false"
"theft-items-from-vehicle","theft-from-motor-vehicle","4/11/2018 1:50:00 ","4760 S WADSWORTH BLVD","marston","true","false"
"theft-items-from-vehicle","theft-from-motor-vehicle","4/16/2018 9:16:00 ","1416 PLATTE ST","highland","true","false"
"traffic-accident","traffic-accident","4/16/2018 4:25:00 ","I70 HWYWB / N GRAPE ST","northeast-park-hill","false","true"
"assault-police-simple","other-crimes-against-persons","2/9/2018 8:00:00 ","520 W COLFAX AVE","civic-center","true","false"
"theft-other","larceny","4/13/2018 11:09:00 ","1225 17TH ST","union-station","true","false"
"criminal-trespassing","all-other-crimes","4/16/2018 10:38:00 ",,"cole","true","false"
"criminal-trespassing","all-other-crimes","4/16/2018 8:32:00 ","8888 E 13TH AVE","east-colfax","true","false"
"traffic-accident","traffic-accident","4/16/2018 11:18:00 ","300 S BROADWAY ST","washington-park-west","false","true"
"theft-shoplift","larceny","4/16/2018 3:50:00 ","2810 N QUEBEC ST","stapleton","true","false"
"traf-other","all-other-crimes","4/16/2018 10:02:00 ","I70 HWYEB / N PEORIA ST","stapleton","true","false"
"assault-dv","other-crimes-against-persons","4/17/2018 12:13:00 ",,"baker","true","false"
"traffic-accident","traffic-accident","4/16/2018 4:56:00 ","3165 W EVANS AVE","harvey-park","false","true"
